pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	0.72269	0.02230	0.01494	0.01640	-0.23512	0.52044	-0.13534	-0.15302	-0.26443	-0.08449	0.45264	0.34799	0.08944	-0.14528	0.33278	0.19237	0.56401	0.00340	0.15998	-0.02713	0.23755	0.55392	0.13628	0.67991	-0.19583	-0.00117	0.31782	1.09265	-0.09434	-0.13490	0.53193	-0.20070	(Past $e0)
p200009	-0.10822	-0.07385	0.01053	0.17918	0.42845	0.69737	0.05155	-0.23001	-0.24870	0.73981	-0.29364	0.03792	0.66960	0.44477	0.00716	-0.11832	-0.16891	0.11661	0.07065	-0.15400	0.15038	-0.01936	-0.31853	-0.21882	0.45769	0.32173	-0.21942	0.30763	-0.30014	-0.12062	0.21432	0.90679	(Agent $e0 $x0)
p200011	-0.27065	0.16372	0.56650	0.92998	0.06982	-0.23182	-0.03503	-0.08121	0.29884	0.03452	-0.64004	0.92472	0.24540	-0.36827	-0.16954	0.14539	0.12308	-0.14691	0.05573	-0.14195	-0.01273	0.01436	0.61763	-0.12642	-0.08221	0.07045	-0.15665	0.07544	-0.18627	0.42278	0.21834	-0.23502	(Patient $e0 $x0)
p200012	-0.26575	0.32068	0.00810	-0.40992	-0.04086	0.02375	-0.07166	0.06023	0.12332	0.19010	-0.02995	0.16706	-0.17536	0.17981	-0.14349	0.01210	0.40582	1.44768	0.45866	-0.25801	-0.14385	0.06533	-0.13107	-0.19498	-0.23782	0.72657	-0.05571	0.05301	0.38520	0.35886	0.01924	-0.12378	(Theme $e0 $x0)
p200021	-0.73058	0.01272	0.11699	0.02307	-0.46161	-0.02834	-0.26613	-0.15534	-0.19373	0.53551	0.12155	0.17534	0.30999	0.26318	0.80771	0.07796	0.02407	-0.27507	-0.23820	-0.00404	-0.09452	0.19259	-0.20137	0.61282	0.55478	0.44808	0.29041	-0.16472	-0.23131	0.00783	-0.06768	-0.03937	(And (Agent $e0 $x0) (Past $e0))
p200027	0.40869	-0.14272	0.28797	0.35679	-0.14443	-0.49416	-0.08092	-0.06654	0.40814	-0.18116	-0.52805	-0.16362	-0.16679	0.17170	-0.13772	-0.29111	0.91077	-0.12451	-0.14006	-0.11156	-0.17664	-0.11523	0.02458	0.13711	0.35348	0.37887	-0.18417	0.33216	-0.20823	-0.11050	0.04087	0.05453	(And (Past $e0) (Patient $e0 $x0))
p200029	0.12568	0.55997	-0.10934	-0.30064	0.61916	-0.02649	0.27508	-0.12837	-0.00210	0.02694	-0.26644	-0.11878	0.17142	-0.04584	0.10836	0.15428	-0.08871	0.04752	-0.73490	0.15701	-0.01802	-0.07123	0.15433	0.83733	-0.20853	0.00394	-0.53562	-0.06139	0.31778	0.44858	0.12888	-0.05795	(Ongoing $e0)
p200036	-0.05431	-0.24213	-0.02983	-0.41900	-0.32870	-0.49820	-0.06694	0.60700	-0.47569	-0.20176	-0.18189	-0.17477	0.49185	0.85361	0.04569	0.01168	-0.12531	-0.00751	0.05854	0.26738	-0.10105	0.03693	0.97625	-0.14070	-0.11152	-0.05391	-0.18065	0.00237	0.04783	-0.07566	0.60526	-0.20353	(Experiencer $e0 $x0)
p200040	-0.27737	-0.21201	-0.19144	0.05537	0.04349	-0.12383	-0.03970	-0.02768	-0.55536	-0.20300	-0.26746	-0.26253	-0.24031	-0.26914	0.29035	-0.42281	-0.10873	0.15909	0.21893	0.05677	-0.06512	0.53344	-0.10620	-0.00590	-0.15457	0.08218	0.45313	0.36147	0.17330	1.01380	-0.03563	-0.03877	(And (Past $e0) (Theme $e0 $x0))
p200048	0.53814	0.32247	0.43111	-0.25079	-0.00452	0.07727	-0.08211	0.10854	-0.06026	0.04231	-0.45115	0.15152	-0.15039	0.11656	0.17159	0.26325	-0.37518	-0.07236	0.28723	0.79863	-0.43278	0.20838	-0.11481	-0.09985	0.01559	-0.01686	0.09258	0.11483	-0.14758	-0.00314	-0.47896	0.09807	(Location $e0 $x0)
p200050	0.19333	-0.23583	0.02842	0.24600	0.02347	0.50085	0.12714	-0.15431	0.20375	0.37641	-0.57158	-0.43090	-0.51372	0.55102	0.02370	0.11572	-0.00590	0.27702	0.26997	-0.19981	0.37923	0.25830	-0.05003	0.04926	0.02621	0.01195	-0.14843	-0.47184	-0.13362	0.03029	0.30182	-0.28487	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200059	0.08479	0.63553	0.18844	-0.30664	-0.15631	-0.19853	1.23448	0.44401	-0.21609	-0.26250	-0.12255	0.05587	0.19047	-0.01888	-0.04102	-0.46953	0.24968	-0.17643	0.17729	0.05433	0.93648	-0.16233	-0.36523	-0.15270	0.31027	0.11242	0.32368	-0.19743	-0.55474	0.12961	0.03727	-0.22635	(Member $x0 thing)
p200072	0.05700	-0.18273	-0.23527	0.12218	-0.03419	0.37294	0.94690	-0.01300	-0.17894	-0.22228	0.05123	0.22457	-0.04140	0.33266	-0.04342	0.25337	0.26830	-0.14329	-0.09922	-0.27017	-0.59400	-0.00050	0.17588	-0.02361	-0.18355	0.06666	0.08355	-0.10273	0.14549	0.07416	-0.29096	0.19089	(Theme $e0 $e1)
p200079	-0.27112	-0.27098	0.38579	0.05223	0.08184	-0.24039	0.06832	0.15199	0.14935	-0.54119	-0.04328	0.20840	0.30544	0.20916	0.45031	-0.31096	0.05743	0.00779	0.11447	-0.01917	0.22204	0.42012	-0.23406	0.11195	-0.25879	-0.04142	-0.41345	0.03577	0.25157	-0.08821	-0.25428	0.51272	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200081	-0.43431	-0.34785	-0.28465	-0.16015	0.18339	-0.15652	-0.17064	-0.18809	0.00458	-0.12225	-0.64382	0.13696	-0.08331	-0.00350	-0.09995	0.62891	0.53021	0.27051	-0.28722	0.65661	0.55311	-0.36977	0.04714	0.11120	-0.27987	-0.19699	0.97897	-0.02792	0.21698	-0.36275	-0.00779	0.51043	(LocatedIn $x0 $x1)
p200084	0.38395	0.32896	0.49507	-0.14344	-0.21002	-0.04513	-0.03586	-0.01897	0.08636	0.20361	-0.20007	0.09460	-0.08808	0.02384	0.12567	0.21431	-0.34109	0.05677	0.33119	0.56642	-0.27542	0.18354	-0.02397	0.15816	-0.00499	0.02405	0.21964	-0.01979	0.02287	-0.25109	-0.31992	0.03966	(And (Location $e0 $x0) (Past $e0))
p200086	0.01292	0.46154	-0.21089	0.10202	0.63223	0.02409	-0.21762	-0.13021	-0.26826	-0.03079	-0.16756	-0.07211	0.09865	0.34568	-0.24666	-0.34344	0.05348	-0.12454	-0.14779	0.28878	0.08705	-0.18014	-0.17947	0.20099	-0.06337	-0.08063	-0.22323	0.25027	0.19407	0.11623	0.08640	-0.01507	(And (Agent $e0 $x0) (Ongoing $e0))
p200106	0.06575	-0.16216	0.35480	-0.10026	0.71676	0.01512	-0.02612	-0.00369	-0.13146	-0.07462	0.19954	-0.05654	-0.02795	-0.15553	0.66084	0.08961	0.24723	-0.02538	0.37050	-0.06325	-0.19519	-0.42170	0.04628	-0.10459	-0.09726	-0.01983	0.08202	-0.26169	-0.19116	-0.01926	0.31883	-0.11273	(Goal $e0 $x0)
p200111	-0.10100	-0.21889	-0.08567	0.30057	-0.16585	0.18549	-0.03573	-0.01716	-0.24687	0.21152	-0.41617	-0.30548	-0.39012	0.21172	0.31498	-0.11081	0.00431	-0.15592	0.03971	-0.02782	0.12700	0.30799	-0.01726	0.23406	-0.02880	-0.07809	0.11074	-0.36364	-0.14783	0.36452	0.00161	-0.33147	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200115	-0.40432	-0.42542	0.61221	-0.27099	0.29951	0.00395	0.36588	-0.02678	0.03222	-0.02029	-0.10555	-0.28829	-0.18440	0.00661	-0.25328	0.42626	-0.21448	-0.22504	-0.27069	-0.01763	0.10467	0.10341	-0.13205	-0.27621	0.44279	0.21003	-0.01128	0.70327	0.40779	-0.03654	0.02638	-0.54993	(Cardinality $x0 <num>)
p200121	0.06178	-0.03979	-0.16255	0.26815	-0.09065	0.20914	0.67642	-0.08780	-0.07055	-0.08722	0.20356	0.10525	-0.04844	0.30740	0.05305	0.18332	0.24604	-0.03277	-0.08169	-0.04830	-0.38908	-0.00009	0.03736	-0.00333	-0.06113	-0.05889	0.07780	-0.07976	0.29782	-0.04555	-0.12042	0.05812	(And (Past $e0) (Theme $e0 $e1))
p200124	0.12729	0.09776	0.04436	0.05060	-0.12486	-0.42113	0.06441	0.10880	-0.12680	0.23617	0.06478	-0.34646	0.34034	0.30088	-0.08500	0.15240	-0.12055	0.29872	0.08953	-0.00884	0.15508	0.22036	0.41116	-0.05212	-0.29573	-0.33167	0.00644	0.19233	-0.18856	-0.30318	0.31174	0.04421	(And (Experiencer $e0 $x0) (Past $e0))
p200128	-0.20572	-0.22124	0.14953	-0.12313	-0.13990	-0.29452	0.04052	0.11455	0.34285	-0.44816	-0.04060	0.00271	0.17464	0.21194	0.44695	-0.11811	0.27173	-0.07231	-0.01459	0.01115	0.00111	0.31485	-0.29126	0.15258	-0.04957	0.17370	-0.36003	0.03097	0.06758	-0.07757	-0.14431	0.33374	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200132	0.25106	-0.14422	-0.07286	0.50579	0.11810	-0.09865	-0.21668	0.54776	0.17433	-0.19768	0.57839	-0.19595	-0.09986	0.38528	0.14909	0.84209	-0.14449	0.08263	-0.29407	0.33265	0.49110	-0.22072	-0.09799	-0.15321	-0.11426	0.57431	-0.14635	0.13298	-0.45809	0.55975	-0.35033	-0.01747	(PartOf $x0 $x1)
p200140	0.07804	-0.14245	0.28787	-0.10556	0.61219	-0.02404	-0.04247	-0.00162	-0.11726	-0.07616	0.17667	-0.08111	0.02437	-0.15672	0.61323	0.09934	0.22583	-0.01150	0.30869	-0.05737	-0.14233	-0.36641	-0.00852	-0.06527	-0.04979	-0.02641	0.07452	-0.20434	-0.14922	-0.02540	0.26452	-0.14066	(And (Goal $e0 $x0) (Past $e0))
p200141	-0.09377	0.26732	0.17695	-0.07005	-0.09220	0.04519	0.19584	0.22495	0.05563	0.15482	-0.16792	-0.23193	-0.25476	-0.19242	0.19804	-0.00237	-0.10707	0.15567	-0.40338	-0.11931	-0.01071	-0.19999	0.02523	0.65944	-0.26730	0.05041	-0.05168	0.12014	0.04200	-0.22917	0.05848	-0.01511	(And (Ongoing $e0) (Past $e0))
p200149	0.34057	-0.26406	-0.21235	0.09487	-0.10704	0.07690	0.00225	0.32545	-0.13604	-0.05719	-0.07795	0.21811	-0.01670	-0.26244	0.10283	-0.22136	-0.22701	0.03027	-0.06253	0.16703	0.10377	-0.22675	0.06778	0.05561	0.23059	0.43957	-0.02992	-0.12912	0.47656	-0.09457	0.15645	0.00792	(Result $e0 $e1)
p200158	0.09630	0.00419	-0.08562	-0.06418	0.22415	-0.11631	0.11243	-0.38059	0.15584	0.17946	-0.08993	0.33184	0.38604	-0.18905	0.10994	0.16302	-0.24987	0.03392	-0.08797	-0.03202	0.20613	0.19704	0.25815	0.04140	-0.11512	-0.14396	0.00739	-0.19087	0.17529	0.30020	-0.02170	-0.14212	(And (Ongoing $e0) (Patient $e0 $x0))
p200159	0.02900	0.00082	-0.00044	-0.15317	0.12950	-0.10850	-0.10322	0.47546	0.06593	0.52679	0.08457	0.15780	0.01452	0.01300	-0.09084	-0.03452	0.30899	-0.12061	-0.01483	-0.14169	-0.03243	0.13056	-0.06827	-0.06006	-0.10565	-0.09432	0.02237	-0.00836	0.17830	0.03708	-0.21796	-0.02914	(Member $e0 have)
p200171	0.02041	0.00749	0.00371	-0.15182	0.13046	-0.11287	-0.11541	0.47008	0.06795	0.52361	0.08352	0.15530	0.01987	0.01067	-0.09071	-0.03498	0.30242	-0.10988	-0.01056	-0.12928	-0.02450	0.12349	-0.06605	-0.05814	-0.09886	-0.09323	0.02126	-0.00617	0.17316	0.03744	-0.21065	-0.03470	(And (Member $e0 have) (Theme $e0 $x0))
p200178	-0.24540	0.00404	-0.05934	-0.08429	-0.24262	0.74409	-0.01595	0.69010	0.49986	-0.27273	-0.37658	-0.17311	0.63388	-0.22017	0.05377	0.10430	-0.10397	0.07681	0.03970	-0.12319	-0.29384	-0.30793	-0.15316	-0.06198	-0.25292	-0.15581	0.17594	0.21081	-0.15948	0.12760	0.15034	-0.20333	(Future $e0)
p200179	0.01303	0.02488	-0.02583	0.02950	0.07520	-0.18656	-0.00901	-0.12099	-0.09335	0.12358	-0.03949	0.10059	-0.07499	0.13647	-0.08535	-0.04350	-0.05035	0.01813	0.18589	-0.03619	0.12370	0.02430	0.10033	0.10767	-0.04246	-0.02566	0.01237	-0.03146	0.05550	-0.16343	-0.07463	0.03033	(Possession $x0 $x1)
p200187	-0.05197	0.24995	-0.05779	-0.12823	-0.15222	0.35141	-0.18631	-0.06979	0.08969	-0.06503	0.02758	-0.16641	-0.16600	-0.00997	0.40284	0.03781	0.23189	0.02512	0.08178	-0.06989	0.28412	-0.18465	0.73121	-0.19295	0.44804	-0.30317	-0.20240	0.16500	0.18803	0.16650	-0.48447	0.11145	(Source $e0 $x0)
p200192	0.13022	-0.22345	0.55067	-0.33524	-0.15565	0.05870	-0.09451	0.04267	0.28557	-0.05841	0.26421	0.42942	-0.30871	0.49822	-0.16059	-0.28810	-0.16487	0.15972	-0.32135	-0.05541	-0.11353	-0.37790	-0.08180	0.14037	0.28407	-0.47002	0.33174	-0.00657	-0.07652	0.64116	0.43295	0.29416	(GroupOf $x0 person)
p200219	0.21136	0.13384	-0.02219	-0.32944	0.06042	0.06476	-0.19725	-0.03715	-0.11982	-0.07467	-0.27013	0.22836	0.18701	0.22829	-0.03966	0.17285	-0.06218	-0.22418	0.14531	0.19171	-0.19611	-0.01693	-0.14791	-0.06185	0.19903	0.16866	0.05227	0.05828	-0.09176	0.06448	-0.32850	-0.08677	(And (Agent $e0 $x0) (Location $e0 $x1))
p200232	-0.27859	0.23588	-0.02457	-0.08323	-0.07141	-0.11630	-0.00157	-0.05430	-0.25358	-0.02237	0.07918	0.43163	-0.07920	-0.10346	-0.06179	0.21067	0.00992	0.12297	0.12541	-0.00542	0.07795	-0.10149	-0.04449	-0.02974	0.04254	0.06453	-0.23406	-0.00563	-0.07962	-0.07905	0.07758	-0.11139	(Obligated $e0)
p200242	0.07580	0.05347	0.02874	-0.09937	0.06362	-0.01583	0.20801	0.27785	-0.15251	0.06044	-0.27743	-0.10307	-0.28871	-0.24815	0.20740	0.08289	-0.09064	0.09276	-0.23609	0.14415	-0.19293	0.04289	-0.07489	-0.04608	-0.03097	-0.14223	-0.26436	0.21077	-0.26561	0.09352	0.01605	0.24454	(And (Location $e0 $x0) (Ongoing $e0))
p200256	-0.19743	-0.07011	-0.07240	0.25055	0.00590	0.06683	0.29974	-0.03499	-0.15457	0.19129	0.07887	0.05233	-0.02782	0.04619	-0.06260	-0.11999	-0.01101	-0.02531	0.11503	0.23108	-0.16374	-0.24282	0.05782	-0.00705	-0.08337	-0.04359	-0.00373	0.21725	-0.00373	0.02048	-0.11858	0.04627	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200278	0.03982	-0.00334	0.00071	-0.10502	0.11140	-0.05516	-0.09674	0.43693	0.08381	0.47015	0.04224	0.11111	0.00979	0.03875	-0.05905	-0.02801	0.26520	-0.15041	-0.00698	-0.10453	0.01114	0.10235	-0.05648	-0.02898	-0.09121	-0.12220	0.02370	-0.04215	0.12719	0.01685	-0.17895	-0.05096	(And (Holder $e0 $x0) (Member $e0 have) (Theme $e0 $x1))
p200283	0.14838	-0.19375	-0.25150	0.01207	-0.05029	-0.00994	0.03092	0.23830	-0.05495	-0.02971	-0.14624	0.25027	-0.07168	-0.15125	0.11087	-0.19480	-0.16402	-0.09278	0.03751	0.21285	0.01766	-0.14967	0.12232	-0.02943	0.22125	0.33039	-0.02584	-0.08938	0.33491	-0.04739	0.23187	-0.00559	(And (Experiencer $e0 $x0) (Result $e1 $e0))
p200284	0.03982	-0.00334	0.00071	-0.10502	0.11140	-0.05516	-0.09674	0.43693	0.08381	0.47015	0.04224	0.11111	0.00979	0.03875	-0.05905	-0.02801	0.26520	-0.15041	-0.00698	-0.10453	0.01114	0.10235	-0.05648	-0.02898	-0.09121	-0.12220	0.02370	-0.04215	0.12719	0.01685	-0.17895	-0.05096	(And (Holder $e0 $x0) (Member $e0 have))
p200285	0.03982	-0.00334	0.00071	-0.10502	0.11140	-0.05516	-0.09674	0.43693	0.08381	0.47015	0.04224	0.11111	0.00979	0.03875	-0.05905	-0.02801	0.26520	-0.15041	-0.00698	-0.10453	0.01114	0.10235	-0.05648	-0.02898	-0.09121	-0.12220	0.02370	-0.04215	0.12719	0.01685	-0.17895	-0.05096	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200286	0.22007	-0.11931	-0.12720	0.16335	0.00522	0.05643	-0.06726	0.37847	-0.13667	-0.14847	-0.02123	0.05635	-0.13847	-0.11659	-0.04878	-0.08686	-0.12802	0.05567	-0.00264	-0.01573	0.04898	-0.14919	0.00780	0.22777	0.26329	0.28464	0.02585	-0.03378	0.23565	-0.15121	0.02767	0.01303	(And (Past $e0) (Result $e0 $e1))
p200289	0.03982	-0.00334	0.00071	-0.10502	0.11140	-0.05516	-0.09674	0.43693	0.08381	0.47015	0.04224	0.11111	0.00979	0.03875	-0.05905	-0.02801	0.26520	-0.15041	-0.00698	-0.10453	0.01114	0.10235	-0.05648	-0.02898	-0.09121	-0.12220	0.02370	-0.04215	0.12719	0.01685	-0.17895	-0.05096	(Holder $e0 $x0)
p200322	0.01515	-0.12625	-0.12186	0.06105	0.07699	-0.00921	0.20935	0.00694	0.07200	-0.08239	0.08130	-0.09182	0.26548	-0.01803	-0.12235	0.14492	0.14731	0.13901	0.09538	0.20240	-0.15302	0.09042	-0.01225	0.25648	0.31943	-0.21952	-0.04701	-0.16685	0.04098	0.17690	-0.04585	-0.07870	(And (Ongoing $e0) (Theme $e1 $e0))
p200323	0.14350	-0.18923	-0.24622	0.01256	-0.05096	-0.00363	0.03752	0.22304	-0.04632	-0.02215	-0.14775	0.25259	-0.07996	-0.16388	0.11587	-0.19111	-0.15656	-0.09434	0.03017	0.21106	0.01437	-0.14833	0.11018	-0.03527	0.21453	0.32548	-0.03010	-0.08891	0.32715	-0.03923	0.22577	-0.00147	(And (Patient $e0 $x0) (Result $e0 $e1))
p200325	0.26518	-0.10157	0.55607	0.28564	-0.13728	0.24875	-0.11990	0.12641	-0.43069	-0.13141	0.01052	-0.07241	0.30824	-0.10682	-0.08046	-0.02932	-0.00141	0.25650	-0.16562	-0.10559	0.23314	-0.03900	-0.10608	0.00058	-0.08548	-0.13012	-0.02640	-0.28150	0.41851	-0.02977	-0.20841	-0.02178	(Member $e0 make)
p200343	-0.12917	-0.14119	-0.07837	0.18766	-0.00492	0.09617	0.28401	-0.05085	-0.20063	0.12689	0.07050	0.05152	-0.04891	0.11686	-0.08681	-0.10906	0.09013	-0.02649	0.10920	0.24153	-0.16550	-0.25690	0.03963	-0.04612	-0.14322	-0.04889	-0.11011	0.22308	0.00177	0.00292	-0.12133	0.05786	(And (Agent $e0 $x0) (Theme $e1 $e0))
p200359	0.00645	0.17171	-0.06241	-0.10944	-0.10358	0.28618	-0.13841	-0.07233	0.08560	-0.03527	-0.02051	-0.10871	-0.13569	-0.05238	0.32360	-0.03429	0.16768	0.04385	0.03072	-0.10373	0.23904	-0.11455	0.51864	-0.16258	0.34642	-0.24842	-0.12868	0.15706	0.13072	0.07439	-0.37455	0.07224	(And (Past $e0) (Source $e0 $x0))
p200361	0.01262	-0.00096	0.06341	0.04858	0.01817	0.04411	-0.03384	-0.00086	0.02001	0.00844	0.09274	0.06883	-0.05241	0.00385	-0.05839	0.00069	-0.06551	0.06646	-0.02615	0.02605	0.01059	0.01416	0.01686	-0.06432	0.00990	-0.01723	-0.01495	-0.01197	-0.02936	0.05788	0.04928	0.06734	(Can $e0)
p200362	0.07482	-0.18890	-0.17706	0.04361	0.20123	0.00115	0.08228	0.04166	0.07037	-0.05662	0.03387	0.14101	0.12487	-0.01805	-0.01961	-0.09518	0.00914	0.32717	-0.16127	0.11385	-0.07843	0.18312	0.04859	0.11623	0.27808	-0.14927	0.01116	-0.06570	-0.17803	-0.09176	-0.16039	-0.25451	(Member $e0 start)
p200378	-0.22322	0.04007	0.13233	-0.08826	0.13758	0.41100	-0.00480	0.09977	0.10742	-0.21323	0.23193	0.07042	-0.12064	-0.05911	-0.19722	-0.20920	0.17776	-0.09751	-0.15238	0.48791	0.02187	0.41801	0.21773	-0.08043	-0.08706	0.19471	-0.04559	-0.26574	-0.12440	-0.07069	0.12172	0.03739	(Stimulus $e0 $x0)
p200379	-0.00088	0.02687	0.07787	-0.02680	-0.05475	-0.00605	-0.06023	-0.01590	-0.15967	0.02298	0.17139	0.24718	-0.06077	-0.06813	-0.10173	0.10537	-0.01605	0.15460	-0.06450	-0.00309	0.09448	-0.02360	-0.01379	-0.04605	0.06437	0.01930	-0.12582	-0.06333	-0.07740	0.06779	0.01273	0.08336	(To $e0 $e1)
p200390	0.00561	-0.11017	-0.05989	0.09065	0.01755	-0.04962	0.17236	-0.03302	0.03849	-0.04047	0.12136	-0.12513	0.17974	0.02300	-0.10100	0.08336	0.19336	0.12027	0.10697	0.27243	-0.10154	0.05029	-0.04821	0.23669	0.28627	-0.19943	-0.07203	-0.16124	0.09442	0.11300	-0.00942	-0.07752	(And (Ongoing $e0) (Past $e1) (Theme $e1 $e0))
p200407	0.01544	0.02825	-0.00718	0.03574	-0.04344	-0.03253	-0.05491	-0.04311	-0.07094	0.02689	0.08991	0.07408	0.00796	-0.04274	-0.06406	0.10447	0.01402	0.14858	-0.04016	-0.00593	0.00184	-0.05367	0.00928	-0.06089	0.00294	0.10833	-0.07147	-0.01573	-0.03704	-0.02323	-0.02782	0.04629	(Member $e0 use)
p200408	0.05582	0.00157	-0.00010	0.06518	0.02944	-0.02406	-0.05699	0.02614	0.03158	-0.01409	0.04846	0.01820	-0.01153	0.03990	0.03657	0.07537	0.01347	0.07654	0.02306	0.05945	0.05913	-0.01514	-0.02254	-0.04299	-0.03478	-0.00039	0.00692	-0.02042	0.00961	0.01669	-0.02894	0.05979	(Member $x0 house)
p200423	-0.13305	-0.08823	-0.05623	0.23253	-0.04009	0.06395	0.23860	-0.05842	-0.12944	0.15075	0.12027	0.02185	-0.03215	0.08934	-0.03525	-0.09498	0.07700	0.02739	0.09146	0.26846	-0.12949	-0.22954	0.01136	-0.02390	-0.08599	-0.07792	-0.06510	0.17929	0.04920	-0.02986	-0.07510	0.00073	(And (Agent $e0 $x0) (Past $e1) (Theme $e1 $e0))
p200436	-0.22185	-0.02933	-0.03342	0.25298	-0.03292	0.00268	0.19152	-0.05540	-0.11657	0.18916	0.14963	0.05017	-0.02822	0.05027	-0.01240	-0.07591	0.01003	0.02648	0.09000	0.27684	-0.11443	-0.21188	0.03189	0.03384	-0.01845	-0.06777	-0.01336	0.15796	0.04827	-0.02410	-0.06849	-0.04802	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $e1))
p200442	-0.06980	0.00247	0.20948	0.03789	0.28966	-0.01980	0.01538	-0.01935	-0.07963	0.07714	0.14394	-0.09487	0.05212	-0.05893	0.27923	-0.03107	0.05225	0.04052	0.05636	-0.00932	-0.12618	-0.20840	0.14246	-0.06733	0.00428	0.11707	0.17748	-0.08292	-0.06057	-0.08176	0.04829	-0.07194	(And (Agent $e0 $x0) (Goal $e0 $x1))
p200449	-0.06601	-0.11696	0.16381	-0.16372	-0.03935	0.03649	0.02239	-0.04177	-0.04082	-0.03343	-0.05383	0.00326	-0.05991	-0.01575	-0.06515	-0.00576	0.03279	-0.02087	-0.16205	-0.04553	-0.04604	-0.07935	0.00405	-0.05893	0.13056	-0.03506	0.01265	0.16806	0.02621	0.10063	0.00889	-0.00282	(SubsetOf $x0 $x1)
p200469	-0.09842	0.01393	0.12169	-0.06882	-0.12039	-0.15017	0.20221	0.20263	-0.17916	0.10991	-0.05345	-0.14514	-0.18698	-0.18193	0.13276	0.17555	-0.00952	0.15381	-0.23169	0.00843	-0.13845	0.10476	0.13557	0.00667	-0.04469	-0.06231	-0.22659	0.00346	-0.19083	0.00280	0.13367	0.22056	(And (Experiencer $e0 $x0) (Ongoing $e0))
p200470	0.12706	-0.06225	0.43814	0.21535	-0.07544	0.17693	-0.09402	0.07305	-0.34013	-0.08624	-0.04993	-0.00447	0.22297	-0.06225	-0.05094	-0.06523	-0.00415	0.16533	-0.09658	-0.06180	0.16705	0.01129	-0.05974	-0.07091	-0.08139	-0.17425	-0.01099	-0.19294	0.28619	-0.03689	-0.13687	-0.02967	(And (Member $e0 make) (Patient $e0 $x0))
p200472	0.00878	-0.01508	-0.00078	0.01324	0.04537	-0.01117	-0.01972	0.05495	-0.03965	-0.04151	-0.02355	0.00594	-0.03627	-0.01221	0.08597	0.01035	0.03333	0.01111	0.01747	0.01668	0.10415	0.00470	0.04220	-0.04748	0.02854	-0.10269	0.02176	0.01022	0.06175	0.03219	-0.05511	0.09609	(Member $x0 room)
p200493	0.07684	0.14145	0.10828	-0.23856	-0.11102	-0.01119	-0.16171	-0.09419	-0.03660	0.02277	-0.09662	0.20794	0.15622	0.17235	-0.01630	0.20116	-0.06561	-0.14749	0.15355	0.10416	-0.11677	-0.00022	-0.04473	0.10084	0.15587	0.18237	0.12899	-0.08984	0.02384	-0.06695	-0.24641	-0.12706	(And (Agent $e0 $x0) (Location $e0 $x1) (Past $e0))
p200498	0.05644	0.02317	0.08454	0.03787	0.01786	-0.05125	-0.01837	-0.07837	0.02661	0.02453	-0.11932	0.05370	-0.02124	0.10102	0.02199	-0.05756	-0.00237	-0.04693	0.09563	0.17423	-0.08440	0.02850	-0.04372	-0.02374	-0.00571	-0.03926	0.00694	0.01970	-0.01129	0.00852	-0.09401	-0.12914	(And (Location $e0 $x0) (Patient $e0 $x1))
p200499	0.08208	-0.18923	-0.13733	0.05893	0.13624	-0.02213	0.06821	0.02304	0.02628	-0.02566	0.02575	0.08476	0.06433	0.02547	0.00092	-0.15550	0.06017	0.29294	-0.13482	0.16761	-0.06013	0.09474	-0.01420	0.08120	0.23328	-0.14004	-0.01627	-0.01919	-0.13094	-0.12533	-0.13801	-0.22745	(And (Member $e0 start) (Past $e0))
p200500	-0.00832	0.19408	-0.02778	-0.01407	0.09690	0.02005	-0.07173	-0.05303	0.06751	-0.03794	-0.05807	-0.01783	-0.08661	0.20908	-0.00081	-0.08120	0.05500	0.04561	-0.05284	-0.01221	-0.00198	-0.06141	-0.02106	0.16674	-0.06585	0.06105	-0.03550	-0.07766	0.08609	-0.02682	0.06718	-0.07878	(And (Ongoing $e0) (Theme $e0 $x0))
p200501	-0.03148	-0.10023	-0.06225	0.00576	0.16690	-0.00831	0.19547	0.01330	0.00823	-0.00690	-0.01632	0.15047	0.09600	-0.03334	-0.07841	0.10642	-0.13311	0.03055	0.06484	-0.20537	-0.08944	0.09303	0.25504	0.14509	0.01502	0.01332	0.13265	-0.04802	-0.13393	0.08445	-0.19232	0.01978	(And (Patient $e0 $x0) (Theme $e1 $e0))
p200505	-0.04255	-0.01247	0.01996	-0.01060	-0.00280	-0.01414	-0.04518	-0.04691	-0.11664	0.05061	-0.01316	0.16540	-0.10023	-0.04922	-0.06060	0.09025	-0.00005	-0.02242	0.06769	-0.01236	-0.00817	-0.05427	-0.01215	0.00439	0.02259	-0.00554	-0.09111	-0.00620	-0.04919	0.00314	0.05666	-0.04670	(Instrument $e0 $x0)
