pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p200960	-0.03368	0.03357	-0.00016	0.02077	-0.00926	-0.00168	0.02288	-0.03104	-0.02364	0.01542	-0.00166	0.00227	-0.02862	0.02882	0.01277	0.00731	(Member $e0 work)
p200961	-0.00784	-0.03670	-0.02426	0.01977	0.00461	0.02635	0.00799	-0.03201	-0.03129	-0.00415	-0.01853	0.02287	0.01055	-0.00351	-0.04803	0.02455	(Member $x0 man)
p200962	-0.00397	-0.00879	0.01130	-0.00232	-0.01330	-0.01459	0.01664	0.00337	0.00648	0.00297	0.00076	-0.00083	0.01657	0.01728	-0.00118	-0.00611	(Member $x0 place)
p200963	-0.00440	-0.03085	0.05273	-0.03253	-0.01769	-0.00741	0.01956	-0.02073	-0.01501	0.01872	0.04337	0.04567	-0.02091	0.03862	0.02151	-0.03017	(Member $x0 table)
p200964	-0.00726	0.03407	-0.04222	-0.00954	0.00111	0.03337	0.00029	-0.02267	0.04140	-0.00389	0.03098	0.02774	0.01635	0.03358	-0.02554	-0.01550	(Only $x0 $e0)
p200965	0.00882	0.00677	-0.01507	-0.00267	0.00541	0.00598	0.07151	0.00784	-0.04924	-0.02437	-0.01500	0.04562	0.01223	-0.00105	-0.03219	-0.04092	(Probably $e0)
p201043	0.11872	-0.02637	0.02706	0.18707	0.11843	-0.26783	0.12519	0.06807	0.14354	-0.08606	0.09865	-0.02380	-0.05554	-0.01094	-0.01063	0.25342	(And (Agent $e0 $x0) (Ongoing $e0) (Theme $e1 $e0))
p201063	-0.00085	-0.01518	0.00352	-0.04836	0.00456	0.03657	-0.01292	-0.05797	-0.04168	-0.00715	-0.00007	-0.01587	-0.02841	0.03451	-0.03584	0.07255	(And (Agent $e0 $x0) (Future $e0))
p201064	-0.08821	-0.22624	0.17609	0.00975	0.08200	0.25819	-0.12110	0.53367	-0.08646	-0.01096	-0.10490	-0.11598	-0.42443	0.49146	-0.07201	0.15884	(And (Agent $e0 $x0) (Member $x0 company))
p201065	0.00470	0.02370	0.02708	-0.00990	0.00655	0.01382	-0.01178	-0.03386	0.01969	0.01891	0.00127	-0.02494	-0.02493	-0.01928	-0.00527	-0.00671	(And (Instrument $e0 $x0) (Past $e0))
p201066	-0.00609	-0.01623	-0.01614	-0.01234	0.02053	0.00289	-0.01115	-0.01327	-0.03000	0.02647	0.00307	-0.00873	0.02041	-0.00955	-0.04074	0.01613	(And (Manner $e0 quickly) (Past $e0))
p201067	-0.03943	0.04329	-0.08706	-0.03595	0.02734	0.15798	0.00757	-0.04256	0.20842	0.03951	0.00202	-0.03089	-0.08158	-0.00477	-0.00060	0.02009	(And (Member $e0 become) (Patient $e0 $x0))
p201068	0.13053	0.01030	0.05983	0.15162	0.11097	-0.24579	0.10275	0.07352	0.20129	-0.06862	0.07554	-0.03914	-0.03412	-0.06906	0.02206	0.15225	(And (Member $e0 begin) (Past $e0))
p201069	-0.02213	-0.04071	-0.00465	0.03563	-0.02569	-0.01412	-0.01217	0.01133	0.05565	0.05417	-0.02044	-0.01237	-0.01660	-0.00408	0.01224	0.01911	(And (Member $e0 go) (Past $e0))
p201070	-0.00955	0.01473	0.00526	-0.00800	0.03230	0.02527	0.00098	-0.04779	0.04275	0.00190	-0.01520	-0.01462	-0.00261	-0.02193	-0.03020	-0.00829	(And (Member $x0 door) (Patient $e0 $x0))
p201071	0.09062	0.04943	0.03813	-0.20165	-0.02709	0.01410	0.02642	0.37353	-0.00930	0.10161	-0.01322	0.08598	0.20734	-0.16590	0.10143	0.15684	(And (Past $e0) (To $e0 $e1))
p201086	0.01634	0.07471	-0.06409	-0.02131	-0.01080	0.05197	-0.04048	0.01321	-0.03639	0.02540	0.14884	-0.02028	-0.04411	0.02620	0.00365	-0.02354	(Member $e0 find)
p201087	0.03387	-0.02454	0.00385	-0.00460	-0.01750	0.01535	0.00160	-0.01483	-0.01353	0.00820	-0.01835	0.02275	-0.01383	0.00167	-0.02759	-0.00148	(Member $e0 follow)
p201088	-0.00243	0.01491	0.00480	-0.01437	-0.00511	0.05574	-0.00144	-0.05568	0.05410	0.00394	-0.00287	-0.01118	-0.04660	0.01034	-0.00788	0.00213	(Member $e0 leave)
p201089	-0.00387	0.06307	0.08976	-0.02991	0.05729	-0.02448	-0.01416	-0.09415	-0.02546	0.00191	-0.03712	-0.01724	-0.00017	-0.01550	0.00838	-0.02267	(Member $e0 write)
p201090	-0.00975	0.00030	0.06197	-0.00961	-0.01097	-0.00607	0.02907	-0.02518	-0.02312	-0.00710	0.00157	0.00879	-0.00117	0.02226	-0.01141	-0.03478	(Member $x0 book)
p201091	-0.00826	-0.01785	-0.00389	0.01133	-0.01436	0.01999	0.02562	-0.01089	-0.03222	-0.00932	0.01445	0.02760	0.01257	-0.00143	-0.01409	-0.03125	(Member $x0 cat)
p201092	0.01064	-0.00712	0.00114	-0.00903	-0.00019	0.00650	-0.00637	-0.00682	-0.00668	-0.01043	-0.00481	-0.00875	-0.00432	-0.00334	-0.00223	0.01168	(Member $x0 good)
p201093	-0.01186	-0.01516	-0.01709	0.01208	0.01636	-0.00259	-0.00513	-0.00351	-0.01023	0.00025	-0.00674	-0.00040	0.02626	-0.02018	-0.00997	0.00494	(Member $x0 tree)
p201094	-0.00501	0.02744	-0.01333	-0.00664	-0.00227	-0.00470	0.01718	-0.00536	-0.01085	-0.00815	-0.00155	0.00436	0.00754	0.03434	-0.03167	0.01018	(To $e0 $x0)
p201102	0.13470	-0.02677	0.05127	0.19407	0.11257	-0.27789	0.13251	0.07486	0.16250	-0.08807	0.08649	-0.03168	-0.04146	-0.04136	-0.01395	0.22484	(And (Agent $e0 $x0) (Ongoing $e0) (Past $e1) (Theme $e1 $e0))
p201103	0.13446	-0.02588	0.05234	0.19420	0.11282	-0.27828	0.13223	0.07245	0.16242	-0.08828	0.08594	-0.03247	-0.04330	-0.03963	-0.01251	0.22497	(And (Agent $e0 $x0) (Ongoing $e1) (Past $e0) (Theme $e0 $e1))
p201104	0.13085	0.01013	0.05983	0.15310	0.10731	-0.24309	0.10330	0.07384	0.20238	-0.07151	0.07671	-0.03805	-0.03522	-0.06751	0.02618	0.15083	(And (Member $e0 begin) (Ongoing $e1) (Past $e0) (Theme $e0 $e1))
p201105	-0.03770	0.17485	-0.17897	0.09840	0.09134	-0.04691	0.04913	0.04798	-0.12330	-0.05705	0.08657	0.12920	-0.02745	0.04122	-0.03836	0.02775	(And (Member $e0 start) (Ongoing $e1) (Past $e0) (Theme $e0 $e1))
p201166	0.01949	0.19006	0.19502	-0.00509	0.02787	0.00654	-0.00055	-0.18381	0.05420	-0.05975	-0.04732	-0.06293	-0.05107	-0.03667	-0.00224	-0.08533	(And (Agent $e0 $x0) (Member $x0 person) (Patient $e0 $x1))
p201167	0.05811	-0.02706	-0.13276	-0.01122	0.21791	0.10225	-0.01981	-0.26867	-0.09920	-0.08767	-0.03757	-0.02007	0.05157	0.16815	0.95406	0.00324	(And (Agent $e0 $x0) (Member $x0 thing) (Theme $e0 $x1))
p201168	0.13044	0.01136	0.05980	0.15329	0.10748	-0.24292	0.10301	0.07270	0.20208	-0.07169	0.07663	-0.03843	-0.03645	-0.06634	0.02672	0.15073	(And (Member $e0 begin) (Ongoing $e1) (Theme $e0 $e1))
p201169	0.19726	0.00415	0.11474	0.12096	0.14265	-0.25882	0.14945	0.10714	0.18748	-0.08947	0.11214	-0.04863	0.02187	-0.15612	0.00781	0.10865	(And (Past $e0) (Patient $e1 $x0) (Theme $e0 $e1))
p201219	0.22714	-0.15622	0.27402	0.05241	0.11113	-0.27690	0.10726	0.01355	0.26823	-0.07739	0.03670	-0.02548	-0.01123	-0.12495	0.05448	0.12642	(And (Agent $e0 $x0) (Ongoing $e0) (Patient $e0 $x1))
p201220	0.05471	-0.06931	0.04334	-0.03044	-0.01463	0.00636	-0.02051	-0.04913	-0.01833	-0.01274	-0.04326	0.12702	-0.03814	0.02540	-0.07411	-0.00836	(And (Agent $e0 $x0) (Ongoing $e0) (Theme $e0 $x1))
p201221	-0.03842	-0.10690	0.17016	-0.08991	-0.06530	-0.00895	0.04854	-0.07887	-0.04651	0.06833	0.11557	0.14869	-0.06843	0.15486	0.03874	-0.07151	(And (Location $e0 $x0) (Ongoing $e0) (Past $e0))
p201222	0.13047	0.01125	0.05980	0.15327	0.10747	-0.24293	0.10303	0.07280	0.20211	-0.07167	0.07664	-0.03840	-0.03636	-0.06643	0.02668	0.15074	(And (Member $e0 begin) (Past $e0) (Theme $e0 $e1))
p201223	-0.06039	-0.09618	0.15277	0.12146	0.11645	0.14427	-0.08480	0.56309	-0.07363	-0.03571	-0.06840	-0.09774	-0.36094	0.41482	-0.23648	-0.07869	(And (Member $e0 build) (Past $e0) (Patient $e0 $x0))
p201224	-0.03785	0.17473	-0.17948	0.09833	0.09131	-0.04665	0.04917	0.04842	-0.12361	-0.05699	0.08661	0.12952	-0.02723	0.04113	-0.03896	0.02788	(And (Member $e0 start) (Past $e0) (Theme $e0 $e1))
p201225	0.21690	0.01585	0.11777	0.09857	0.17350	-0.27604	0.14114	0.16468	0.19435	-0.10251	0.12577	0.01640	0.01486	-0.15879	0.00841	0.07272	(And (Ongoing $e0) (Patient $e0 $x0) (Theme $e1 $e0))
p201240	-0.03695	-0.05034	-0.00408	0.00845	-0.02602	0.05561	0.00075	-0.12388	0.02183	0.02744	-0.01625	-0.02902	0.00759	-0.01468	0.10895	0.08889	(And (Agent $e0 $x0) (GroupOf $x0 person))
p201241	-0.05201	0.00637	-0.06603	0.05152	-0.00165	0.01214	-0.00241	-0.03022	-0.04958	-0.00586	-0.00679	0.02655	0.00303	0.02356	-0.02994	0.05506	(And (Agent $e0 $x0) (Recipient $e0 $x1))
p201244	-0.01602	0.03542	-0.04746	-0.01737	-0.00376	0.04896	0.15069	0.02649	-0.07137	-0.01967	-0.01297	0.01419	0.02359	0.00576	-0.02089	-0.03643	(And (Experiencer $e0 $x0) (Member $x0 thing))
p201245	0.13055	0.01105	0.05981	0.15324	0.10744	-0.24297	0.10308	0.07299	0.20216	-0.07164	0.07665	-0.03834	-0.03616	-0.06662	0.02662	0.15075	(And (Member $e0 begin) (Theme $e0 $e1))
p201246	-0.06038	-0.09618	0.15277	0.12145	0.11644	0.14426	-0.08480	0.56312	-0.07363	-0.03571	-0.06839	-0.09774	-0.36093	0.41482	-0.23653	-0.07869	(And (Member $e0 build) (Past $e0))
p201247	-0.00749	-0.04893	0.02784	0.04052	0.03410	0.02918	0.04035	0.00360	-0.05482	-0.03278	0.12142	-0.03644	0.19844	-0.11231	-0.10713	-0.09279	(And (Member $e0 kill) (Patient $e0 $x0))
p201248	-0.01200	-0.02923	-0.00221	-0.00711	0.00130	0.02073	-0.02751	-0.02252	0.07275	0.03889	-0.01810	0.02782	-0.01921	-0.00069	-0.00450	-0.00514	(And (Member $e0 make) (Past $e0))
p201249	-0.00988	0.12139	-0.12237	0.01086	0.09427	-0.00335	0.00845	0.09982	-0.01735	-0.01893	0.05095	0.11311	0.00978	-0.03454	-0.05941	-0.04312	(And (Member $e0 start) (Patient $e0 $x0))
p201250	0.04482	0.02255	0.00326	-0.03576	0.00499	0.01871	-0.01272	-0.04419	-0.02566	-0.00597	-0.00679	-0.02519	-0.04034	0.03965	-0.05060	0.02053	(And (Member $e0 use) (Theme $e0 $x0))
p201251	0.03767	0.03062	0.01072	-0.00999	0.00096	-0.01146	-0.00708	-0.01933	-0.00862	-0.00251	-0.00459	-0.01811	-0.03020	0.02501	-0.01067	-0.00611	(And (Obligated $e0) (Theme $e0 $x0))
p201252	-0.01716	-0.03004	0.00175	0.03450	-0.01805	-0.00972	-0.00687	-0.01754	0.00107	0.02295	-0.01869	-0.00391	0.01292	-0.00861	0.01743	0.00893	(And (Past $e0) (Recipient $e0 $x0))
p201266	-0.01109	-0.01065	-0.00953	0.00138	-0.00530	0.01036	0.00713	-0.01571	0.01187	0.02176	-0.00263	-0.00750	-0.00035	-0.00771	0.02342	0.00865	(Again $e0)
p201267	-0.00634	-0.01349	-0.00546	-0.01566	0.02391	0.00056	-0.00631	-0.00897	0.01735	0.01354	-0.01315	0.03055	0.00098	-0.00906	-0.02520	-0.00665	(Member $e0 fall)
p201268	-0.01553	0.01312	-0.02637	0.01569	0.00338	-0.01144	-0.01113	0.02119	0.00246	0.02291	0.01907	0.00570	-0.01216	0.00205	0.01622	0.00183	(Member $e0 hear)
p201269	-0.00801	-0.04852	0.02853	0.04070	0.03446	0.02931	0.03923	-0.00204	-0.05421	-0.03305	0.12090	-0.03665	0.19701	-0.11141	-0.10265	-0.09304	(Member $e0 kill)
p201270	-0.01227	0.03837	-0.03478	-0.00489	0.00882	0.01250	0.04987	-0.00375	-0.04949	-0.00809	0.00027	-0.01926	-0.01008	0.01842	-0.01055	0.01762	(Member $e0 need)
p201271	-0.00808	0.00392	-0.01693	-0.01904	0.02963	0.01185	-0.00236	-0.01492	0.00385	0.01328	-0.00732	-0.00324	0.00407	-0.01464	-0.02914	0.00273	(Member $e0 open)
p201272	0.00907	-0.03137	0.03084	-0.05489	0.09041	-0.03401	-0.01592	-0.04805	-0.03975	0.05582	-0.03663	-0.01963	0.02642	-0.01960	0.01160	0.03295	(Member $e0 produce)
p201273	-0.02043	0.02994	0.02769	-0.03894	-0.01065	0.03063	0.03643	-0.05553	-0.05136	0.00046	0.04895	0.02759	-0.04168	0.05809	0.02134	-0.02041	(Member $e0 sleep)
p201274	0.00114	-0.00334	0.01339	-0.00195	-0.00348	-0.00943	0.01369	-0.00379	0.04215	-0.00962	-0.00775	-0.00939	0.01895	0.00197	-0.00466	0.00129	(Member $x0 beautiful)
p201275	-0.00138	-0.01205	-0.00111	-0.02363	0.01035	0.01117	-0.00936	-0.01095	-0.01569	-0.00455	-0.00871	0.00679	-0.00609	0.00726	-0.03868	0.02633	(Member $x0 big)
p201276	0.01695	-0.01322	0.00149	-0.00279	-0.00518	0.00510	-0.01212	-0.00324	0.00257	-0.00095	0.00587	0.02073	-0.01249	-0.00102	-0.01382	-0.01107	(Member $x0 car)
p201277	-0.00563	-0.01741	-0.01382	0.02067	0.00169	0.01807	-0.00248	0.00237	-0.01709	-0.00123	0.02001	-0.00156	0.03404	-0.02671	-0.04302	-0.02440	(Member $x0 city)
p201278	0.00702	-0.02796	0.00600	0.00973	-0.01462	0.01408	0.01220	-0.02199	-0.02440	-0.00569	0.01044	0.03047	0.01210	-0.00540	-0.01844	-0.02665	(Member $x0 dog)
p201279	-0.01753	0.00544	-0.02292	0.02262	-0.00805	-0.00691	0.00697	-0.01056	0.00092	0.01078	-0.00736	-0.01308	0.01615	0.02609	-0.00903	0.01835	(Member $x0 old)
p201280	-0.00135	-0.00676	-0.00899	-0.01218	-0.00193	0.02190	0.00996	0.00140	0.00877	-0.00236	-0.00528	0.00300	-0.00851	0.00015	-0.00318	0.00009	(Member $x0 road)
p201344	-0.03525	-0.03882	-0.01331	0.03292	-0.02602	0.04148	0.00668	-0.07618	0.02536	0.02060	-0.00754	-0.02238	0.01329	-0.01674	0.05943	0.05409	(And (Agent $e0 $x0) (GroupOf $x0 person) (Past $e0))
p201345	-0.01910	-0.01113	0.00471	0.01077	-0.03139	-0.06169	-0.00582	-0.02382	0.08632	0.01027	-0.01196	-0.01267	0.15494	0.11805	-0.11716	0.01491	(And (Cardinality $x0 <num>) (Member $e0 have) (Theme $e0 $x0))
p201433	0.00126	-0.00256	0.00259	0.00161	-0.00215	-0.00567	-0.00415	0.01375	0.01030	-0.00610	-0.00048	-0.00276	0.00216	-0.01058	0.01002	-0.00338	(ConditionalProperty bicycle permitted footpath)
p201434	0.00125	-0.00256	0.00261	0.00161	-0.00215	-0.00567	-0.00416	0.01372	0.01031	-0.00610	-0.00050	-0.00277	0.00212	-0.01055	0.01005	-0.00338	(ConditionalProperty pedestrian permitted footpath)
p201435	0.00126	-0.00256	0.00259	0.00161	-0.00215	-0.00567	-0.00415	0.01375	0.01031	-0.00610	-0.00048	-0.00276	0.00216	-0.01058	0.01002	-0.00338	(Inheritance bicycle permitted) ~NEG
p201436	0.00127	-0.00254	0.00252	0.00158	-0.00216	-0.00566	-0.00411	0.01389	0.01027	-0.00610	-0.00042	-0.00274	0.00231	-0.01068	0.00989	-0.00339	(Inheritance pedestrian permitted) ~NEG
p201446	-0.04868	-0.08753	0.17053	0.12283	0.09799	0.15089	-0.07778	0.57635	-0.06809	-0.05683	-0.06706	-0.09787	-0.35237	0.41087	-0.24653	-0.07372	(And (Agent $e0 $x0) (Member $e0 build) (Patient $e0 $x1))
p201476	-0.01097	-0.01004	-0.00947	0.00197	-0.00411	0.00967	-0.00383	-0.01780	0.01753	0.02330	-0.00089	-0.00633	-0.00246	-0.00755	0.02468	0.01072	(And (Again $e0) (Past $e0))
p201477	-0.02798	-0.01793	0.00943	-0.02663	-0.00827	0.02709	-0.01792	-0.07388	-0.02925	0.00148	0.01567	0.02361	-0.04677	0.06987	0.00721	0.04219	(And (Agent $e0 $x0) (GroupOf $x0 child))
p201478	-0.04904	-0.08689	0.17039	0.12317	0.09881	0.15094	-0.07830	0.57203	-0.06784	-0.05728	-0.06739	-0.09796	-0.35336	0.41131	-0.24010	-0.07382	(And (Agent $e0 $x0) (Member $e0 build))
p201479	-0.00106	-0.03590	0.04630	-0.02892	0.02407	0.00586	-0.01129	-0.07642	0.03232	-0.01523	-0.03192	0.03085	-0.01117	0.00360	-0.01918	0.02523	(And (Agent $e0 $x0) (Member $e0 make))
p201480	0.06031	0.27600	0.08981	-0.35934	-0.10378	0.05085	0.02853	0.90527	-0.02304	0.20090	-0.03425	0.28183	0.51161	-0.40645	0.17915	0.30751	(And (Agent $e0 $x0) (Possession $x0 $x1))
p201481	0.07112	0.03224	0.07992	-0.24286	-0.02650	0.06800	0.01473	0.32949	-0.02310	0.08890	-0.02662	0.06669	0.16726	-0.15478	0.13434	0.21265	(And (Agent $e0 $x0) (To $e0 $e1))
p201482	0.07113	0.03223	0.07995	-0.24286	-0.02650	0.06799	0.01472	0.32949	-0.02308	0.08890	-0.02663	0.06668	0.16725	-0.15478	0.13435	0.21265	(And (Agent $e0 $x0) (To $e1 $e0))
p201483	0.01612	0.00797	0.00211	-0.02581	-0.00718	0.00300	-0.00660	-0.03661	-0.00007	-0.00613	0.00704	-0.02170	0.02306	0.05037	-0.05544	0.02683	(And (Future $e0) (Theme $e0 $x0))
p201484	-0.00884	-0.02358	-0.00476	-0.00055	0.04267	0.02055	0.03166	0.00156	-0.00043	0.01314	0.05184	-0.03396	0.09467	-0.06193	-0.04349	-0.01138	(And (GroupOf $x0 person) (Patient $e0 $x0))
p201485	0.01015	0.08886	-0.07780	-0.02635	-0.00786	0.06685	-0.04180	0.01687	-0.04376	0.01731	0.18014	-0.02187	-0.03796	0.01933	0.00601	-0.02547	(And (Location $e0 $x0) (Member $e0 find))
p201486	0.19702	-0.06388	0.22071	0.04863	0.08912	-0.22036	0.09645	0.01690	0.22665	-0.06656	0.14972	-0.13416	-0.05621	-0.06098	0.08890	0.16227	(And (Location $e0 $x0) (Theme $e1 $e0))
p201487	-0.01314	0.01892	-0.03776	-0.00925	0.04223	0.00095	-0.00309	0.01209	-0.03990	0.01086	0.02008	0.01568	0.02678	-0.01965	-0.05287	0.00240	(And (Manner $e0 quickly) (Patient $e0 $x0))
p201488	-0.02621	0.02017	-0.06137	-0.02681	0.01491	0.12241	-0.01103	-0.03723	0.21204	0.05447	-0.00383	-0.03018	-0.07919	-0.00233	0.02075	0.02700	(And (Member $e0 become) (Past $e0))
p201489	-0.03362	0.03876	-0.08247	-0.02338	0.00470	0.15956	0.00814	-0.04015	0.22114	0.03849	0.00327	-0.02889	-0.08972	0.00330	0.01123	0.01287	(And (Member $e0 become) (Result $e0 $e1))
p201490	-0.00979	-0.00592	-0.00986	0.00843	-0.00357	-0.01001	-0.01237	0.02356	0.00851	0.02636	0.01045	-0.00458	-0.00785	-0.00233	0.00409	0.00421	(And (Member $e0 hear) (Past $e0))
p201491	0.01062	-0.02838	0.02854	-0.05121	0.09117	-0.03615	-0.01451	-0.04351	-0.03727	0.05570	-0.03457	-0.01734	0.02892	-0.02198	0.01279	0.02537	(And (Member $e0 produce) (Patient $e0 $x0))
p201492	0.06934	0.05633	0.08103	-0.02664	0.02416	-0.02889	0.02806	-0.04533	-0.06295	-0.02070	-0.00269	-0.02338	-0.04151	-0.00140	-0.03337	0.00963	(And (Member $e0 take) (Theme $e0 $x0))
p201493	-0.03919	0.02372	-0.05985	0.04087	-0.00122	0.00480	-0.01373	-0.01537	-0.00238	0.01285	0.00306	0.01540	-0.02971	0.02985	-0.00126	0.05386	(And (Member $e0 try) (Past $e0))
p201494	-0.04672	0.05805	-0.09397	0.02457	0.01395	0.02864	-0.01293	-0.01068	-0.02874	0.00441	0.02851	-0.01094	-0.03914	0.04136	-0.00977	0.08805	(And (Member $e0 try) (Theme $e0 $e1))
p201495	-0.00343	0.06927	0.08097	-0.02478	0.05810	-0.02178	-0.01071	-0.09137	-0.02673	0.00271	-0.03183	-0.02572	0.00420	-0.01911	0.00560	-0.02739	(And (Member $e0 write) (Patient $e0 $x0))
p201496	0.00592	0.02868	0.00986	-0.01598	0.03468	-0.00605	0.00364	-0.02479	0.01031	-0.01026	-0.00736	-0.00973	-0.00115	-0.01764	-0.00703	-0.00198	(And (Obligated $e0) (Patient $e0 $x0))
p201497	-0.00399	-0.00453	-0.00531	0.01140	-0.01451	-0.01173	-0.01229	0.03168	0.01227	0.03246	0.01071	-0.00957	-0.01405	0.00297	0.00807	0.00302	(And (Past $e0) (Stimulus $e0 $x0))
p201498	-0.00496	0.01742	0.01015	-0.01123	0.03169	-0.01069	-0.00484	-0.02693	-0.01971	0.00259	-0.01301	0.00820	0.01572	-0.01659	-0.03635	-0.01388	(And (Patient $e0 $x0) (Source $e0 $x1))
p201527	0.02877	-0.00090	-0.00315	0.00801	-0.01335	0.00192	-0.01513	-0.01317	-0.00023	0.02000	0.00599	-0.01031	-0.03366	0.01474	-0.01446	-0.00744	(For $e0 $e1)
p201528	0.01571	0.00575	-0.00712	-0.00552	-0.00478	0.00066	0.06608	0.00257	-0.04441	-0.00755	-0.01081	-0.00252	0.01659	-0.00718	-0.03212	-0.00121	(Like $e0 $x0)
p201529	0.00313	-0.01510	0.00817	-0.00319	0.02196	-0.01616	-0.00861	-0.01737	-0.00261	0.00667	-0.01534	0.01852	0.00411	-0.00526	-0.01694	-0.00072	(Member $e0 change)
p201530	-0.01121	-0.00223	-0.01257	-0.00884	-0.00732	0.02206	-0.02073	0.01030	-0.00415	0.00739	0.06224	-0.01261	-0.01181	0.00225	0.00484	0.00015	(Member $e0 live)
p201531	0.01257	-0.02518	0.04532	-0.06210	-0.00154	0.03893	-0.02432	-0.06739	-0.01071	0.00478	-0.02618	-0.01102	-0.05642	0.04055	0.05835	0.06942	(Member $e0 sell)
p201532	-0.00454	0.02430	0.03015	-0.00953	-0.00770	-0.00052	-0.01362	-0.02884	0.00012	-0.00304	-0.01163	-0.02032	-0.03281	0.01456	0.00489	0.01430	(Member $e0 serve)
p201533	-0.02383	-0.00067	-0.02701	0.02333	-0.00655	-0.00216	-0.00758	-0.00225	-0.00162	0.00518	-0.00340	0.02886	-0.00291	0.00806	-0.00415	0.02039	(Member $e0 talk)
p201534	-0.03705	-0.01972	-0.02319	0.00457	-0.00162	0.00633	-0.03915	-0.02075	0.00572	0.02418	0.04145	0.07475	-0.03627	0.04816	-0.00108	0.01354	(Member $e0 walk)
p201535	-0.00330	0.00425	-0.00228	0.00104	0.00070	-0.01113	-0.00635	0.00465	0.01878	-0.00907	0.00001	0.00968	0.02097	0.00497	-0.00931	-0.00680	(Member $x0 garden)
p201536	-0.03355	-0.06847	0.03581	0.07216	0.03179	0.06897	-0.03886	0.39128	-0.02371	-0.01284	-0.00834	-0.03923	-0.14788	0.23346	-0.14931	-0.02812	(Member $x0 hotel)
p201537	-0.00660	0.01375	-0.01268	0.00795	0.00862	-0.01445	-0.00729	0.02100	0.01694	-0.00851	0.00319	0.03864	0.01753	0.00730	-0.00856	-0.01326	(Member $x0 sky)
p201538	0.02228	-0.01229	0.00061	-0.01296	0.02181	-0.00587	-0.01035	-0.00093	-0.01300	0.02400	-0.01316	-0.00691	-0.00918	-0.00125	-0.01023	0.01054	(Member $x0 song)
p201539	-0.00218	0.00093	-0.00227	-0.00612	0.00610	0.00209	0.02297	-0.01167	-0.02789	-0.00806	-0.00919	-0.00458	0.01030	-0.00432	-0.01950	0.00105	(Time $e0 (Hour <num>))
p201545	0.00226	0.16402	0.13655	0.01220	0.01946	0.01385	-0.00345	-0.14183	0.02328	-0.04932	-0.03181	-0.04327	-0.02571	-0.03774	-0.01485	-0.08906	(And (Agent $e0 $x0) (Member $x0 person) (Past $e0) (Patient $e0 $x1))
p201670	-0.04570	-0.14807	0.08719	0.16514	0.07268	0.13252	-0.06305	0.69864	-0.06530	-0.03776	-0.04663	-0.06571	-0.30602	0.40523	-0.28761	-0.08059	(And (Agent $e0 $x0) (Member $x0 company) (Past $e0))
p201671	0.05991	0.27882	0.08729	-0.35404	-0.10891	0.05180	0.03005	0.90905	-0.02100	0.20371	-0.03006	0.26647	0.51040	-0.40480	0.18156	0.30762	(And (Agent $e0 $x0) (Member $x1 person) (Possession $x0 $x1))
p201673	0.20198	-0.09821	0.19127	0.09130	0.09506	-0.24768	0.13197	0.05228	0.23803	-0.06495	0.07414	-0.10863	0.00552	-0.13316	0.03506	0.16836	(And (Agent $e0 $x0) (Patient $e1 $x1) (Theme $e0 $e1))
p201674	-0.00510	-0.02982	0.01147	-0.00240	0.02382	0.01136	0.01210	0.00013	-0.03066	0.00086	0.06886	-0.01924	0.10394	-0.05510	-0.05697	-0.03112	(And (Cardinality $x0 <num>) (Past $e0) (Patient $e0 $x0))
p201676	-0.03675	0.03751	-0.08071	-0.02485	0.00732	0.15542	0.01519	-0.03517	0.20511	0.03027	0.00466	-0.02632	-0.07758	-0.00131	0.00025	0.01294	(And (Experiencer $e0 $x0) (Member $e1 become) (Result $e1 $e0))
p201677	0.05037	0.03880	-0.01447	0.00122	-0.00592	-0.00690	-0.00645	0.02141	-0.01559	0.02758	0.00116	-0.01058	-0.03363	0.01521	-0.00728	-0.01139	(And (Member $x0 thing) (Past $e0) (Theme $e0 $x0))
p201679	0.08563	0.12806	0.09157	0.02249	-0.02846	-0.01177	-0.02580	-0.07328	0.01813	0.01642	-0.03032	-0.02252	-0.09948	0.01141	0.00762	-0.06792	(And (Past $e0) (Possession $x0 $x1) (Theme $e0 $x0))
p201767	0.21767	-0.15591	0.25363	0.10830	0.09437	-0.22083	0.14580	0.06063	0.23331	-0.08882	0.19755	-0.13937	0.14395	-0.21504	0.00685	0.05078	(And (Agent $e0 $x0) (Location $e0 $x1) (Patient $e0 $x2))
p201768	0.00064	-0.02820	0.03756	-0.02494	0.02570	0.00508	-0.00363	-0.06369	0.01658	-0.01569	-0.02600	0.02094	-0.00216	-0.00289	-0.02304	0.01987	(And (Agent $e0 $x0) (Member $e0 make) (Patient $e0 $x1))
p201769	-0.00993	-0.01439	-0.00964	-0.01731	0.02494	0.00285	-0.00719	-0.00890	-0.02582	0.01884	0.00615	-0.00657	0.02470	-0.01477	-0.04046	0.01348	(And (Manner $e0 quickly) (Past $e0) (Patient $e0 $x0))
p201770	-0.02934	0.01889	-0.05959	-0.02828	0.01751	0.11827	-0.00398	-0.03220	0.19600	0.04626	-0.00245	-0.02760	-0.06705	-0.00693	0.00967	0.02708	(And (Member $e0 become) (Past $e0) (Patient $e0 $x0))
