pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	-0.03761	-0.03521	-0.03602	0.03157	-0.11447	0.41591	0.16196	0.09109	-0.25594	-0.28160	-0.00392	0.29839	-0.22541	1.03645	-0.02883	0.91734	1.20312	0.99863	-0.13678	0.22639	-0.10992	-0.28907	-0.48150	-0.63085	-0.08341	0.82868	-0.05064	-0.77535	0.06918	0.26267	-0.08162	-0.28445	(Agent $e0 $x0)
p200008	0.95707	0.08193	0.35429	0.39982	-0.27561	-0.48471	0.59476	0.57905	-0.47842	0.23485	0.71497	-0.23154	0.54236	0.09255	0.67521	0.97698	0.13686	0.02100	-0.26684	-0.14618	0.24711	-0.41585	-0.54168	-0.60224	-0.58030	-0.36821	-0.07397	0.37676	0.36595	-0.61967	-0.23930	-0.41257	(Theme $e0 $x0)
p200013	-0.14516	0.08155	0.01121	0.85698	-0.02969	0.45745	0.07432	-0.23247	-0.47360	-0.25438	-0.32138	0.25297	-0.01749	0.03017	1.47872	0.05153	-0.15921	-0.37914	1.31596	0.40844	-0.15213	0.47065	-0.09792	0.05083	-0.02986	-0.39511	0.05540	-0.08397	-0.57845	-0.03002	-0.07508	0.05692	(Past $e0)
p200015	0.17095	0.01845	-0.03325	0.03013	0.09530	-0.01894	0.33796	0.42191	-0.43130	-0.06444	0.35559	-0.38669	0.46600	0.19509	-0.32350	1.07091	0.71542	0.19308	0.09226	0.03692	-0.19514	-0.33116	-0.42369	-0.12073	-0.14461	-0.54609	-0.12668	-0.02670	0.15844	-0.09146	-0.08840	-0.38101	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200022	-0.00667	0.52904	-0.20147	0.14985	-0.00060	0.00487	-0.00411	-0.05954	-0.09553	0.05189	-0.02904	0.03585	0.21966	0.34925	-0.24438	0.00369	-0.16024	0.01453	0.27958	-0.22642	-0.03983	-0.21370	-0.16371	0.13345	-0.38449	0.16045	1.86996	0.08605	-0.20187	0.12005	-0.35259	0.04549	(Patient $e0 $x0)
p200033	-0.16225	-0.10853	0.03917	-0.34450	-0.20833	0.44020	0.08180	0.07161	-0.17361	-0.29685	-0.16277	0.24000	0.19742	0.17811	0.29582	0.17854	-0.00676	0.66021	0.33159	0.58437	0.05432	0.47351	0.00955	-0.10648	0.13821	0.21266	-0.18986	-0.10045	-0.61075	0.41295	0.06018	0.03671	(And (Agent $e0 $x0) (Past $e0))
p200039	0.12484	-0.14610	0.64428	-0.16591	0.59405	-0.01555	-0.38119	0.57634	-0.27973	-0.03777	-0.04079	0.83715	0.13865	0.06888	0.13298	-0.35546	0.23985	0.11991	0.00722	-0.06053	-0.71267	-0.43876	0.65091	0.17689	-0.27805	0.01540	-0.09196	-0.66352	0.04829	0.06606	-0.22274	-0.27449	(Location $e0 $x0)
p200041	0.23759	-0.27550	0.24497	-0.14331	-0.14533	0.02834	0.35661	0.22768	0.08500	0.44561	0.24461	-0.27357	0.34029	0.00985	0.84177	0.01415	-0.22252	-0.16099	0.16850	-0.16758	-0.20018	0.44144	-0.21954	-0.02920	-0.03247	-0.04045	-0.05268	0.16743	-0.13893	-0.10352	-0.01012	-0.21510	(And (Past $e0) (Theme $e0 $x0))
p200049	-0.03436	0.07518	0.07532	0.56681	-0.10834	0.04761	-0.15339	0.12244	0.09691	-0.28465	-0.10463	0.17634	-0.06761	-0.13492	-0.30532	0.19382	0.11289	-0.21862	0.66506	0.46282	-0.13744	-0.33042	-0.14390	0.13600	0.05685	-0.42286	1.02742	0.10156	-0.25173	-0.22627	-0.04561	0.11588	(And (Past $e0) (Patient $e0 $x0))
p200051	0.35185	0.05976	-0.21197	-0.28313	0.23022	-0.02573	0.25477	-0.03762	0.11493	-0.17492	0.34294	0.81961	0.22575	-0.65631	-0.16995	-0.24201	0.09741	0.05812	0.18350	0.14075	-0.02544	0.04514	-0.11502	-0.55647	0.04126	-0.04722	0.11752	-0.10210	0.30318	-0.27651	-0.00370	0.30879	(Cardinality $x0 <num>)
p200053	-0.10246	0.21523	0.20759	-0.45614	-0.17086	-0.09099	-0.26521	0.19654	-0.03634	-0.18438	0.08104	0.38577	-0.16212	0.41810	0.13784	-0.07021	-0.22763	0.44640	-0.16820	-0.07704	-0.13694	0.27586	-0.27800	-0.28810	0.01009	0.14532	0.59230	0.26353	0.12686	0.32571	0.13261	-0.37534	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200070	-0.14978	-0.11799	-0.24677	0.06329	-0.05452	0.06674	0.03709	-0.14701	-0.10280	-0.10188	-0.05315	0.09518	-0.01669	0.08418	0.11163	0.07035	0.19047	0.04402	0.00278	0.08321	0.09342	0.13456	0.22674	-0.10861	-0.03337	0.16627	-0.02390	-0.12863	-0.17946	-0.03019	-0.10867	0.22557	(Member $x0 person)
p200071	-0.19005	-0.22865	-0.02363	0.28227	0.40762	0.28168	-0.03370	0.14606	-0.09466	0.13837	-0.03300	-0.17817	0.09561	0.22750	0.13373	-0.22117	0.08906	0.02788	-0.22191	-0.01080	-0.05181	-0.27964	-0.19225	-0.10346	0.19958	-0.14486	-0.04347	0.37454	0.26310	-0.10753	-0.13497	0.28492	(Recipient $e0 $x0)
p200073	0.07969	-0.32383	0.10973	-0.25678	-0.06414	0.22811	0.09324	0.18759	0.14298	0.17265	0.23537	-0.28442	0.31274	0.06184	-0.02629	0.05814	0.02103	-0.02040	0.28064	0.02045	-0.15197	0.28360	-0.12319	0.11528	0.06476	0.00729	-0.03429	-0.14659	-0.22322	0.12530	0.07292	-0.02146	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200076	-0.17354	0.12471	-0.06748	0.00734	0.05703	-0.28310	-0.03659	1.06249	0.18514	0.02788	0.14305	0.01444	0.02066	0.12216	0.06547	-0.25156	0.02103	-0.03629	0.04727	0.00732	-0.24940	-0.04955	0.70051	-0.23700	-0.06251	-0.00346	0.00565	-0.37637	-0.17534	-0.08870	-0.16750	0.13258	(Experiencer $e0 $x0)
p200089	-0.04753	0.08995	-0.10083	-0.08478	-0.17087	0.16466	-0.13309	-0.30620	-0.06892	0.12562	0.09795	-0.06985	-0.10656	0.13687	0.18959	0.14674	0.34267	-0.11280	-0.00529	-0.12368	-0.13234	0.24119	0.33024	-0.19055	-0.02612	0.08614	0.01795	0.23013	-0.27645	-0.25390	0.21496	0.18381	(Possession $x0 $x1)
p200091	-0.11651	-0.34742	-0.07850	0.26885	0.37594	0.17743	-0.06312	0.16918	-0.08210	-0.06058	0.03799	-0.06110	0.14163	0.08073	0.12398	-0.19004	0.19650	0.09764	-0.20888	-0.21500	-0.00891	-0.08999	-0.16098	0.02713	0.03319	-0.14998	0.01868	0.49985	0.12335	0.01773	-0.06610	0.13477	(And (Recipient $e0 $x0) (Theme $e0 $x1))
p200099	-0.19307	-0.19559	0.00551	0.23465	0.39225	0.27146	0.00288	0.14797	-0.09174	0.10359	-0.06287	-0.18683	0.06830	0.24376	0.02814	-0.17862	0.13670	0.02558	-0.16252	0.02519	-0.01164	-0.30384	-0.16475	-0.11458	0.19802	-0.13524	-0.02165	0.31749	0.24021	-0.12607	-0.13934	0.25952	(And (Agent $e0 $x0) (Recipient $e0 $x1))
p200103	-0.15993	0.25995	-0.00951	0.01945	0.06548	-0.13674	-0.01294	-0.04114	-0.14720	0.19605	0.06757	0.09220	-0.03137	0.11930	0.00199	0.07317	0.00134	-0.14800	-0.04489	-0.00422	0.09215	0.00056	-0.01112	0.10236	-0.13989	-0.07883	-0.01438	-0.08602	0.16328	0.09247	0.30831	-0.01575	(Might $e0)
p200125	0.19122	-0.14992	0.49853	-0.05154	0.33770	0.16632	-0.26061	-0.16221	-0.19147	-0.04946	-0.11729	0.54887	0.04021	0.05357	0.05088	-0.11421	0.25953	0.13028	0.04690	-0.07292	-0.35944	-0.40905	0.07074	0.31724	-0.09999	0.08166	-0.00732	-0.35011	0.15305	0.08314	-0.07340	-0.25783	(And (Agent $e0 $x0) (Location $e0 $x1))
p200136	-0.12548	-0.32494	-0.05417	0.21923	0.37156	0.17854	-0.03363	0.15594	-0.07659	-0.09768	-0.00106	-0.07369	0.11296	0.09187	0.01370	-0.15311	0.23855	0.09106	-0.15340	-0.17859	0.02789	-0.10990	-0.13361	0.01822	0.04691	-0.14206	0.03366	0.45193	0.09782	0.00009	-0.07081	0.12315	(And (Agent $e0 $x0) (Recipient $e0 $x1) (Theme $e0 $x2))
p200147	0.08961	-0.00451	-0.06834	-0.08242	-0.10465	0.14295	0.26431	0.03007	0.02659	0.02808	0.30584	0.52591	0.14273	-0.25757	-0.04703	-0.12949	-0.10617	0.05197	0.00789	-0.21858	0.13602	-0.05671	-0.14917	-0.28966	0.13451	-0.02008	0.07876	0.02789	0.04473	-0.29639	0.11817	0.30013	(And (Cardinality $x0 <num>) (Theme $e0 $x0))
p200159	-0.10289	0.06750	0.22630	-0.21830	-0.19297	-0.08936	-0.17040	0.28714	0.02677	-0.26602	-0.11773	0.29126	-0.00244	-0.08292	0.00686	0.09036	-0.13425	0.29935	-0.02662	0.45282	-0.11093	0.06325	-0.21653	-0.04455	0.22117	-0.04970	0.21192	0.40656	-0.15726	-0.01932	0.15406	-0.13986	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200170	-0.12113	0.20104	-0.04967	0.04353	0.05043	-0.10396	-0.00168	-0.04302	-0.08924	0.15912	0.03791	0.07716	-0.12640	0.12355	0.00818	0.08963	0.06309	-0.15239	-0.00384	0.00742	0.02641	-0.00435	-0.03163	0.05266	-0.05482	-0.10973	-0.04783	-0.09500	0.20687	0.10915	0.31015	-0.08388	(And (Agent $e0 $x0) (Might $e0))
p200191	-0.19927	-0.03807	-0.29315	0.26943	-0.20026	0.19153	0.34228	-0.29888	-0.22076	-0.02979	-0.23287	0.17091	-0.04149	0.02730	0.01400	0.09391	0.05565	0.38144	-0.06042	0.23915	0.42831	0.02263	0.40186	-0.09576	-0.17078	0.05505	-0.18031	-0.25714	-0.11758	0.19580	-0.19716	0.08289	(And (Agent $e0 $x0) (Member $x0 person))
p200205	0.27956	-0.11559	-0.24722	-0.06794	0.05017	-0.13174	0.35312	0.02352	0.08838	0.01220	-0.11367	0.29653	-0.08755	-0.18407	-0.02210	-0.09550	0.17846	-0.11087	-0.02132	-0.04362	-0.18123	-0.08827	-0.13028	-0.04853	0.10821	-0.12591	0.05865	0.19614	-0.06297	0.25446	0.03467	0.28276	(GroupOf $x0 child)
p200219	0.46247	0.28385	0.18488	0.06954	0.15728	0.24818	-0.14355	-0.02179	0.08645	-0.18751	-0.12460	-0.09861	-0.12997	0.21528	0.11424	-0.19097	-0.05621	0.13375	-0.02267	-0.28564	-0.10429	-0.26068	-0.06212	-0.11092	-0.01491	0.25185	-0.07358	-0.26979	-0.01977	0.18218	0.03805	-0.04092	(Theme $e0 $e1)
p200237	0.06641	0.10355	0.32977	0.03423	-0.16407	-0.01257	-0.18374	-0.06088	-0.06353	-0.16734	0.26635	0.12580	0.09651	-0.00922	-0.01530	-0.03021	-0.13659	0.01055	-0.09247	-0.01727	0.30227	-0.00465	-0.03880	-0.07627	-0.15856	-0.14811	-0.01121	-0.01400	-0.05388	-0.13248	0.05687	0.33238	(Holder $e0 $x0)
p200249	0.03910	-0.11740	-0.00394	-0.07168	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0) (Theme $e0 $x1))
p200250	0.03910	-0.11740	-0.00394	-0.07168	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0))
p200251	0.03910	-0.11740	-0.00394	-0.07169	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(And (Agent $e0 $x0) (Member $e0 buy) (Theme $e0 $x1))
p200252	0.03910	-0.11740	-0.00394	-0.07168	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(And (Member $e0 buy) (Past $e0) (Theme $e0 $x0))
p200255	0.03910	-0.11740	-0.00394	-0.07169	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(And (Agent $e0 $x0) (Member $e0 buy))
p200256	0.03910	-0.11740	-0.00394	-0.07169	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(And (Member $e0 buy) (Past $e0))
p200257	0.03910	-0.11740	-0.00394	-0.07168	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(And (Member $e0 buy) (Theme $e0 $x0))
p200259	0.03910	-0.11740	-0.00394	-0.07168	-0.01123	0.32073	0.09314	0.08851	0.12043	0.00167	0.22842	-0.07880	0.04856	-0.00709	-0.15083	-0.01231	-0.06416	-0.03355	0.12675	0.04885	-0.18332	0.07503	-0.07971	0.20890	-0.07819	-0.04325	-0.03989	-0.12762	-0.04389	0.05577	0.13090	0.02035	(Member $e0 buy)
p200266	-0.18778	-0.00520	-0.24115	0.25901	-0.16531	0.15625	0.28624	-0.25555	-0.17275	0.00673	-0.19492	0.12051	-0.03923	0.00005	0.02846	0.04222	-0.00974	0.30680	-0.03504	0.20664	0.39254	0.04358	0.32632	-0.04794	-0.12871	0.00703	-0.18908	-0.19184	-0.07816	0.18050	-0.12555	0.03810	(And (Agent $e0 $x0) (Member $x0 person) (Past $e0))
p200281	0.15199	-0.13945	0.06981	0.03251	0.01558	0.02804	-0.13451	-0.05735	-0.10389	-0.20568	-0.09447	0.19302	0.22552	0.11281	0.04847	0.09152	-0.07687	-0.02286	-0.09192	-0.08536	-0.11068	-0.09712	0.24230	0.11925	0.11201	-0.10271	0.01213	-0.01944	0.11993	-0.05048	0.00502	-0.02926	(And (Location $e0 $x0) (Theme $e0 $x1))
p200282	-0.10477	-0.12074	-0.19291	-0.05583	0.01062	-0.03032	-0.08340	-0.03775	0.01710	-0.07906	0.05095	0.05699	-0.00798	0.10552	0.14294	0.07777	0.21501	-0.10409	0.01185	-0.00716	-0.02973	0.18435	0.07789	-0.07077	0.03475	0.22294	-0.00372	-0.00706	-0.16196	-0.12391	-0.01069	0.25627	(And (Member $x0 person) (Possession $x1 $x0))
p200283	-0.00886	0.21030	-0.01633	0.02206	0.06776	-0.09917	-0.02436	-0.02197	-0.07890	-0.03390	0.04564	0.06100	-0.03197	0.00808	-0.00339	0.12571	0.07366	-0.10434	0.01140	-0.00330	0.05404	-0.02381	0.00634	0.06664	-0.05752	-0.15828	-0.05172	-0.03941	0.05153	0.08555	0.27723	0.03778	(And (Might $e0) (Theme $e0 $x0))
p200288	0.03670	-0.01952	-0.04890	-0.02604	0.03942	0.01076	0.01562	-0.00578	0.02434	-0.04829	-0.03117	0.07148	-0.04349	-0.06799	-0.00014	-0.03778	0.04230	-0.02491	0.02521	0.00998	-0.05302	0.00228	-0.01503	-0.02477	0.06171	-0.01459	-0.03455	-0.03833	-0.00985	0.03174	-0.00590	0.02915	(Goal $e0 $x0)
p200289	-0.18686	-0.23170	0.28257	0.14570	-0.03187	-0.07239	-0.03929	0.05568	-0.02270	0.38953	0.06733	0.24503	-0.07202	-0.08881	-0.00082	-0.09221	0.20976	-0.05409	-0.02299	0.13375	-0.08260	-0.10192	-0.01126	0.26270	-0.23755	0.12024	-0.07290	-0.09139	0.05799	-0.10601	-0.02952	-0.22167	(Member $e0 work)
p200326	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01199	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1) (Theme $e0 $x2))
p200329	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01199	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1))
p200330	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01199	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(And (Agent $e0 $x0) (Member $e0 give) (Theme $e0 $x1))
p200331	-0.01213	0.19503	-0.07017	0.01672	0.08808	-0.09616	0.00543	-0.01320	-0.06974	-0.00872	0.00184	0.04152	-0.05089	0.00787	-0.00083	0.12866	0.09362	-0.10581	0.02284	-0.00181	0.00472	-0.02085	0.00988	0.07594	-0.03343	-0.13720	-0.05229	-0.03130	0.05810	0.10456	0.26367	-0.01614	(And (Agent $e0 $x0) (Might $e0) (Theme $e0 $x1))
p200332	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01199	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(And (Member $e0 give) (Recipient $e0 $x0) (Theme $e0 $x1))
p200338	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01199	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(And (Agent $e0 $x0) (Member $e0 give))
p200339	0.07388	0.09753	0.27363	0.03195	-0.14583	-0.02129	-0.15432	-0.03749	-0.06354	-0.13349	0.24761	0.13658	0.09753	-0.01080	-0.00666	-0.02599	-0.12099	0.00863	-0.08692	-0.01231	0.26258	-0.01886	-0.04483	-0.08342	-0.14812	-0.13073	-0.00366	-0.01304	-0.04766	-0.12144	0.02771	0.29411	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200340	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01199	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(And (Member $e0 give) (Recipient $e0 $x0))
p200341	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01199	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(And (Member $e0 give) (Theme $e0 $x0))
p200350	-0.09331	0.20104	-0.10285	-0.06983	0.06487	-0.07289	0.12729	-0.01287	-0.13795	0.12455	-0.13039	-0.13791	0.32374	0.00696	-0.00507	-0.01114	-0.14650	0.09893	-0.07700	-0.02290	0.06980	-0.03977	-0.00972	0.18916	-0.12150	0.29446	0.03053	0.10963	-0.13553	-0.04164	-0.11268	0.06698	(Future $e0)
p200351	0.01040	0.14761	-0.12908	-0.03082	-0.07108	-0.12637	-0.04001	0.20223	0.02249	-0.20246	0.09114	0.09528	-0.03105	0.07873	0.20321	0.03393	0.05603	-0.04975	-0.04472	-0.12650	0.02474	-0.14145	0.23501	0.27299	0.29915	-0.07628	0.00374	-0.12281	0.12949	0.03190	-0.00191	-0.03287	(Member $e0 discover)
p200352	-0.04556	-0.16204	-0.12902	-0.04101	0.12253	0.34724	-0.11730	0.16939	0.01200	-0.03634	-0.13489	0.05500	0.05923	0.00724	0.07221	-0.06426	0.13775	-0.09126	-0.09986	-0.04619	0.31268	-0.10466	-0.11222	-0.02065	-0.02826	-0.03489	0.09152	0.17046	0.11939	-0.22803	-0.10529	-0.05973	(Member $e0 give)
p200353	-0.20192	-0.04992	-0.00637	0.03350	-0.02420	0.10978	0.19164	0.01103	-0.03521	-0.01404	0.19480	0.05702	0.13000	-0.04109	-0.04150	-0.08332	-0.07069	0.12503	0.11546	-0.16219	-0.15192	-0.00222	-0.03113	-0.14381	0.17784	0.14867	-0.06638	-0.00173	0.11239	-0.13930	0.16515	-0.10116	(Member $x0 depot)
p200354	0.00409	-0.00059	0.02115	-0.02008	-0.07785	-0.03432	0.04625	0.03088	-0.03511	-0.01065	0.01407	-0.03803	0.00085	0.03579	-0.04169	0.06165	0.01466	0.05601	-0.02010	-0.00683	-0.01323	-0.05092	-0.03126	-0.05117	-0.04408	0.01828	0.03452	-0.01754	0.03050	-0.00225	-0.07359	-0.05072	(Member $x0 physician)
p200355	0.01654	-0.00116	0.05053	-0.00264	-0.08817	-0.04432	0.05595	0.04615	-0.08257	0.00084	-0.00858	-0.05471	0.04099	0.02069	0.00896	0.07275	0.00579	0.05439	-0.01085	0.03210	-0.04202	-0.06294	-0.03906	-0.06937	-0.04829	0.00448	-0.02604	0.02016	0.01494	-0.03549	-0.08853	-0.04855	(Source $e0 $x0)
p200377	-0.15055	-0.04785	-0.03035	-0.02412	-0.00650	0.18703	0.16160	0.05138	-0.01757	-0.02943	0.13196	0.10887	0.11351	-0.11233	-0.06819	-0.06448	-0.05188	0.10879	0.11723	-0.16520	-0.03166	-0.01089	-0.05300	-0.12249	0.13405	0.11829	-0.02570	-0.04226	0.13685	-0.16667	0.14193	-0.01596	(And (Agent $e0 $x0) (Cardinality $x1 <num>) (Theme $e0 $x1))
p200400	0.43467	0.26647	0.15275	0.06752	0.13669	0.22877	-0.12056	-0.02002	0.11391	-0.15709	-0.10920	-0.11174	-0.12503	0.20907	0.08477	-0.16824	-0.04736	0.12682	-0.02389	-0.26388	-0.07474	-0.24916	-0.07993	-0.09860	-0.00828	0.24819	-0.04321	-0.24750	-0.02370	0.16831	0.04354	-0.03287	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200401	-0.03255	-0.00691	0.01237	-0.04326	0.07001	-0.06247	-0.02586	0.23171	0.00297	-0.01775	0.01691	0.06160	0.02254	-0.00474	0.00484	-0.06056	-0.00066	-0.00945	0.00543	0.01658	-0.09005	0.00452	0.14331	-0.04968	-0.01877	-0.01757	-0.02264	-0.08754	-0.03682	0.00211	-0.03277	0.01926	(And (Experiencer $e0 $x0) (Location $e0 $x1))
p200402	0.08572	0.01306	-0.00258	-0.03780	-0.09358	0.07478	0.00693	-0.03297	0.13838	-0.02363	0.00997	-0.10529	-0.04686	0.09250	-0.03050	-0.04110	0.01970	0.08211	-0.07196	-0.11576	-0.01160	-0.07411	-0.00652	-0.04937	0.02147	0.09343	0.15167	-0.05088	0.02830	0.07324	-0.05447	-0.02135	(And (Member $e0 destroy) (Patient $e0 $x0))
p200403	0.08282	0.23298	0.10110	0.01011	-0.19222	0.14882	-0.02121	-0.21800	-0.12434	0.25077	0.06564	-0.12592	-0.07123	0.04493	0.14819	0.07011	0.09692	-0.03842	-0.03334	-0.13065	-0.10247	0.04336	0.22442	-0.13660	-0.10078	-0.12754	-0.00760	0.24299	-0.09427	-0.14846	0.19283	-0.10152	(And (Possession $x0 $x1) (Theme $e0 $x0))
p200409	-0.00473	0.03084	-0.02433	0.06216	-0.03975	-0.04688	0.00266	0.09552	-0.03095	0.02973	0.02389	0.00678	0.00897	0.02013	0.13512	-0.05069	-0.02210	-0.03537	0.01008	-0.02133	-0.01938	0.01488	0.03537	-0.04947	-0.03592	0.00867	0.00657	-0.00559	0.00540	-0.05251	-0.02941	-0.00417	(Before $e0 $e1)
p200410	-0.04735	0.09304	-0.20601	-0.02138	0.40426	-0.14919	-0.04067	0.08746	-0.12064	0.12671	-0.05388	0.15260	-0.04526	-0.02080	-0.04375	0.21123	-0.10098	-0.15971	0.07425	0.10323	0.14050	0.01670	-0.13998	0.01629	-0.10463	-0.05686	-0.08347	-0.14426	-0.09688	0.10580	0.29750	-0.01511	(Member $e0 decide)
p200411	0.08572	0.01306	-0.00258	-0.03780	-0.09358	0.07478	0.00693	-0.03297	0.13838	-0.02363	0.00997	-0.10529	-0.04686	0.09249	-0.03050	-0.04110	0.01970	0.08211	-0.07196	-0.11576	-0.01160	-0.07411	-0.00652	-0.04937	0.02147	0.09343	0.15167	-0.05088	0.02830	0.07324	-0.05447	-0.02135	(Member $e0 destroy)
p200412	0.03648	0.04865	-0.16695	0.05158	0.32287	-0.11483	-0.04841	0.09461	-0.02847	0.08169	-0.06487	0.08810	-0.04065	0.00188	-0.03728	0.15053	-0.08668	-0.12677	0.04068	0.06832	0.11378	-0.01066	-0.13257	0.00833	-0.07202	0.02824	-0.07693	-0.13959	-0.09238	0.06209	0.26317	-0.00857	(Member $x0 board)
p200413	0.08341	-0.03648	0.04947	-0.02926	-0.02224	0.06238	-0.08250	0.06802	0.00604	0.07353	-0.06079	-0.05904	-0.09643	-0.17379	-0.01022	0.05650	-0.09525	0.24463	0.05928	-0.14116	-0.06730	0.13335	-0.02461	0.14289	-0.05912	-0.02019	-0.04463	-0.01086	0.15482	0.03351	-0.01149	0.14270	(Member $x0 hall)
p200414	0.08844	-0.05845	-0.02377	-0.03833	-0.01529	0.15325	-0.09546	0.12566	0.01850	0.09163	-0.09374	-0.06529	-0.07290	-0.17276	0.01494	0.06101	-0.06520	0.21241	0.02584	-0.14521	0.04951	0.09647	-0.06550	0.12331	-0.06296	-0.03250	0.00140	0.04697	0.16762	-0.04747	-0.04743	0.14711	(Member $x0 school)
